open_time,open,high,low,close,volume,return_1d,return_7d,volatility_7d,rsi,sma_20,sma_50,sma_200,macd,future_return,label
2023-10-01,26962.57,28065.51,26954.09,27992.57,24602.81468,0.0382014912530559,0.0664494342127017,614.5916894399163,67.2866745439677,26656.2645,26578.1002,28017.18855,155.51087059688143,-0.017792578530660186,1
2023-10-02,27992.58,28580.0,27281.44,27494.51,57071.14241,-0.0177925785306601,0.0452274698049519,610.8850602395189,59.397490957849286,26738.985,26541.9136,28029.6672,195.45712739839652,-0.0024750395624435484,1
2023-10-03,27494.51,27676.52,27160.5,27426.46,28928.96555,-0.0024750395624435,0.0459463489548912,519.1673795241055,58.390156282767634,26799.208,26501.8242,28029.82385,219.09813056313945,0.012838332034101452,1
2023-10-04,27426.45,27839.72,27202.0,27778.57,29816.142,0.0128383320341014,0.0532961943260887,423.31010869552927,61.982849687486414,26862.0,26473.3956,28034.17925,263.2119862555919,-0.013254101993011136,1
2023-10-05,27778.57,28120.39,27352.0,27410.39,30681.49619,-0.0132541019930111,0.0143960025742568,394.6326562284385,56.490409772674106,26902.5195,26446.993200000004,28031.366849999995,265.40407278095154,0.01899644623808716,1
2023-10-06,27410.39,28295.0,27175.94,27931.09,37983.24277,0.0189964462380871,0.0380618992260739,358.9820357821348,61.66421634847713,26971.0905,26473.1468,28032.437250000003,305.6342935882203,0.0009158253401495564,1
2023-10-07,27931.1,28029.67,27842.08,27956.67,13348.83825,0.0009158253401495,0.0368700153101189,261.66547102849444,61.90388077613102,27042.5485,26511.2002,28031.69325,335.71125526242395,-0.0014171931063320375,1
2023-10-08,27956.67,28095.14,27687.5,27917.05,19693.56921,-0.001417193106332,-0.0026978587532334,249.4858746740941,61.26501388212836,27100.2755,26547.541,28035.023650000003,352.2894872833822,-0.01171076456860598,1
2023-10-09,27917.06,27987.93,27260.0,27590.12,31534.74639,-0.0117107645686059,0.0034774214925088,238.60641705934287,56.11838710947707,27119.2685,26575.5436,28031.4972,335.1835495529849,-0.007248971733359588,1
2023-10-10,27590.12,27735.0,27298.0,27390.12,22776.84383,-0.0072489717333595,-0.0013249978305621,246.22371539679528,53.17544848674709,27132.5245,26600.8076,28031.17545,302.0072900826999,-0.018787796475517426,1
2023-10-11,27390.12,27477.39,26538.66,26875.52,37349.44706,-0.0187877964755174,-0.0325088728469463,395.8001327630356,46.42880176956199,27147.896499999995,26617.198,28028.2383,231.5221034312453,-0.004312102612340163,1
2023-10-12,26875.52,26947.04,26555.0,26759.63,23428.64112,-0.0043121026123401,-0.0237413623082342,504.269322155006,45.042802268922784,27156.871,26623.7362,28022.1962,164.41545174214116,0.0038255386939205493,1
2023-10-13,26759.63,27130.0,26685.0,26862.0,24115.76499,0.0038255386939205,-0.0382759856489668,509.7836786884733,46.560378091123646,27171.173,26637.3752,28020.88165,118.13160267812054,-0.00035440399076769324,1
2023-10-14,26862.0,26989.58,26789.0,26852.48,10417.25576,-0.0003544039907676,-0.0394964779424731,453.39082627203305,46.4319701569848,27201.378000000004,26653.2246,28018.8387,79.76366848063117,0.011234344090378379,1
2023-10-15,26852.48,27293.33,26808.25,27154.15,15274.6917,0.0112343440903783,-0.0273273859523122,317.4924409524238,51.03981909377425,27243.845,26675.9602,28012.86645,72.8591768047554,0.04959205130707445,2
2023-10-16,27154.14,30000.0,27112.66,28500.78,78399.22445,0.0495920513070744,0.0330067429935063,614.3424072127996,65.36286459752597,27357.8005,26723.9404,28015.2277,174.04284655380252,-0.003679548419376566,1
2023-10-17,28500.77,28613.65,28069.32,28395.91,38428.44532,-0.0036795484193765,0.0367209052023138,765.4592582856708,63.79761195197028,27458.9465,26769.4586,28014.88045,242.96870921697337,-0.00267327231280845,1
2023-10-18,28395.91,28982.36,28142.87,28320.0,32162.47591,-0.0026732723128084,0.0537470530802752,811.757640666816,62.62849554530964,27523.877,26781.5318,28014.2168,288.1460807141375,0.013902189265536657,1
2023-10-19,28320.0,28916.89,28100.66,28713.71,35895.50179,0.0139021892655366,0.0730234311909394,830.7194353834519,66.09853154542853,27614.2145,26809.806200000003,28016.926,351.6648067507849,0.0332708660775638,2
2023-10-20,28713.71,30207.55,28578.29,29669.04,59422.0992,0.0332708660775638,0.1044985481349118,954.7051716529708,72.7180998481528,27749.538499999995,26884.3714,28026.271200000003,473.63127522108334,0.00811485642946308,1
2023-10-21,29669.05,30379.99,29464.77,29909.8,27517.51897,0.008114856429463,0.1138561503444002,918.4276716836468,74.09111545915141,27845.4,26966.4664,28034.99285,582.997468179623,0.002763642685674972,1
2023-10-22,29909.8,30248.0,29640.0,29992.46,22852.54563,0.0027636426856749,0.104525827543856,750.874729685915,74.56441741483361,27970.2975,27048.9254,28044.1051,668.6333462163202,0.10261012267749958,2
2023-10-23,29992.46,34741.91,29883.6,33069.99,93513.64246,0.1026101226774995,0.1603187702231308,1636.1023712760627,85.3181887477804,28252.474,27190.901,28069.28595,973.6081982824908,0.02578591647593509,2
2023-10-24,33069.99,35280.0,32832.34,33922.73,115265.02418,0.025785916475935,0.1946343681185074,2143.1372712251027,86.96293182841039,28559.681999999997,27352.835199999998,28099.36795,1269.4782026274115,0.0169007624091575,1
2023-10-25,33922.73,35132.85,33679.05,34496.05,54887.02529,0.0169007624091575,0.2180808615819209,2350.627647394436,87.9410536226787,28913.965000000004,27526.9142,28132.1563,1532.553126799332,-0.009983461874620403,1
2023-10-26,34496.05,34824.13,33751.0,34151.66,39744.66255,-0.0099834618746204,0.1893851404085367,2210.748265790355,83.87043854552505,29224.9935,27694.748400000004,28161.2958,1693.7282596770565,-0.007602558704320916,1
2023-10-27,34151.66,34245.0,33390.95,33892.02,32330.40106,-0.0076025587043209,0.1423362535491541,1977.419581758915,80.83262707702191,29521.76100000001,27847.488800000003,28182.5692,1779.991303844192,0.005575943835746777,1
2023-10-28,33892.01,34493.33,33860.0,34081.0,16880.13144,0.0055759438357467,0.1394593076516728,1552.4316185660384,81.36178481649316,29829.9585,28010.898800000003,28201.9721,1842.366836409965,0.013053901000557477,1
2023-10-29,34081.01,34750.11,33930.0,34525.89,20685.52176,0.0130539010005574,0.1511523229505016,488.52890077759145,82.58096562797446,30176.747,28183.3844,28225.161199999995,1905.730722763092,-0.0014817865665446295,1
2023-10-30,34525.88,34856.0,34062.84,34474.73,33657.95976,-0.0014817865665446,0.0424777872627117,275.25411844970506,81.9173717324946,30530.9775,28356.0468,28245.66565,1929.5759246321977,0.004787274621149917,1
2023-10-31,34474.74,34720.49,34025.0,34639.77,32737.89822,0.0047872746211499,0.0211374497276601,279.3268797010414,82.40847109918667,30919.19,28545.5918,28266.52985,1939.4341776677463,0.022565392322177802,2
2023-11-01,34639.78,35582.0,34097.39,35421.43,53473.28165,0.0225653923221778,0.0268256800416277,503.7160042076709,84.54881244346785,31352.28,28737.2184,28292.161550000004,1987.4107100726,-0.013546601591183705,1
2023-11-02,35421.43,35984.99,34300.0,34941.59,48015.57732,-0.0135466015911837,0.0231300616134031,512.7789752716583,78.25445007396212,31756.2595,28911.6102,28315.34625,1964.0727715285684,-0.006433880083877019,1
2023-11-03,34941.58,34946.5,34120.0,34716.78,39071.20644,-0.006433880083877,0.024334931939731,417.4452629925649,75.4214727453371,32149.4745,29075.4912,28341.7788,1905.471904902577,0.009945910882288134,1
2023-11-04,34716.78,35255.0,34585.18,35062.07,18377.55545,0.0099459108822881,0.0287864205862504,337.5633803552016,76.81010091936918,32544.8705,29244.7326,28365.189100000003,1865.3892668918636,-0.0014314614054447006,1
2023-11-05,35062.06,35380.0,34448.0,35011.88,24528.73376,-0.0014314614054447,0.0140761034690197,314.7492593503426,76.13674866101442,32870.4255,29413.776800000003,28396.263,1808.7237326453903,0.00097709691681791,1
2023-11-06,35011.89,35276.33,34725.9,35046.09,22346.47086,0.0009770969168179,0.0165732987611504,256.07203040711914,76.28932544506212,33202.9345,29584.1484,28430.2752,1746.4444253851034,0.010073306323187703,1
2023-11-07,35046.09,35888.0,34523.06,35399.12,38688.73692,0.0100733063231877,0.0219213349280322,250.1309600221102,77.86234350056723,33556.8905,29756.8806,28470.9566,1705.9095330827697,0.006373039781779832,1
2023-11-08,35399.13,36106.0,35100.0,35624.72,33401.34137,0.0063730397817798,0.0057391810550844,302.0407467933528,78.82893861430841,33902.441,29925.1698,28509.99595,1672.7074432950903,0.030214132209319677,2
2023-11-09,35624.72,37972.24,35534.05,36701.09,82537.88885,0.0302141322093196,0.0503554646482886,657.2799641666442,82.7082823258842,34254.0435,30116.6916,28555.548400000003,1713.4964904039516,0.016363001752808914,1
2023-11-10,36701.1,37526.0,36324.71,37301.63,43414.04898,0.0163630017528089,0.0744553498337114,909.484326370686,84.42325561385246,34623.634999999995,30331.3626,28604.5019,1773.8330202994548,-0.004601139414014854,1
2023-11-11,37301.63,37408.26,36666.93,37130.0,22984.97235,-0.0046011394140148,0.0589791190309072,986.940591655238,81.92257199720609,34980.512,30542.3598,28648.64795,1787.1993269663071,-0.0017740371667116506,1
2023-11-12,37129.99,37222.22,36731.1,37064.13,17687.18874,-0.0017740371667116,0.0586158184022109,937.4464420407584,80.9317520536324,35180.219,30752.1232,28691.89215,1772.0499737626596,-0.016220534516795504,1
2023-11-13,37064.13,37417.99,36333.0,36462.93,32798.18252,-0.0162205345167955,0.0404279050815654,749.755507335948,72.33285481701249,35307.22900000001,30956.4142,28726.84295,1692.027546338002,-0.025004573137704433,0
2023-11-14,36462.93,36744.0,34800.0,35551.19,45503.68416,-0.0250045731377044,0.0042958695018406,712.9541742600783,61.63728268577721,35359.986,31141.3418,28758.0404,1537.3181511040093,0.06489262384747163,2
2023-11-15,35551.2,37980.0,35360.0,37858.2,53569.13385,0.0648926238474716,0.0626946681966902,730.4752515507939,72.65532313230509,35545.313,31374.0724,28801.17915,1582.6227770476908,-0.044764146208747246,0
2023-11-16,37858.2,37929.54,35500.0,36163.51,47490.39566,-0.0447641462087472,-0.0146475213678938,777.5686586770119,59.20383548932046,35658.8875,31569.882800000003,28835.83065,1464.8933212822303,0.012454819789339933,1
2023-11-17,36163.51,36800.0,35861.1,36613.92,38283.61112,0.0124548197893399,-0.0184364597472014,744.9458439310217,61.25688693936228,35785.5335,31761.7334,28878.55895,1391.891345155076,-0.0012514366120863762,1
2023-11-18,36613.91,36845.49,36178.58,36568.1,17102.24186,-0.0012514366120863,-0.0151333153784002,719.7278758303346,60.92101065342042,35887.644,31954.9562,28918.050149999995,1315.178898387021,0.021651658139197894,2
2023-11-19,36568.11,37500.0,36384.02,37359.86,21246.34648,0.0216516581391978,0.007978873374338,758.3533988279554,64.53923639497461,36031.9005,32162.9022,28959.71865,1303.2491022196118,0.0023800945720888755,1
2023-11-20,37359.85,37750.0,36677.0,37448.78,36022.70291,0.0023800945720888,0.0270370483118058,806.9495610393059,64.93193085087029,36172.351,32352.0264,29002.771750000004,1286.1438875332317,-0.04558573069670091,0
2023-11-21,37448.79,37649.44,35735.0,35741.65,47646.54804,-0.0455857306967009,0.0053573452815502,759.8667303043562,52.834886132687615,36188.362,32516.9692,29033.95195,1121.9041451147496,0.046631590875071405,2
2023-11-22,35741.65,37861.1,35632.01,37408.34,45051.30697,0.0466315908750714,-0.0118827625190843,671.5108386989008,60.560385310370606,36311.6995,32716.6068,29076.752649999995,1113.3963794579322,-0.003049052697874255,1
2023-11-23,37408.35,37653.44,36870.0,37294.28,23827.92882,-0.0030490526978742,0.031268259082152,640.0091417015285,59.83803772148849,36440.5745,32906.921,29121.07355,1084.9436698469508,0.011242742854936427,1
2023-11-24,37294.27,38414.0,37251.51,37713.57,44680.80646,0.0112427428549364,0.0300336593295664,685.8795264091486,61.64896299688135,36573.14949999999,33112.9846,29171.29745,1083.7352657945012,0.001779200431038408,1
2023-11-25,37713.57,37888.0,37591.1,37780.67,11396.14464,0.0017792004310384,0.0331592289454469,689.2316178107974,61.94469174810083,36711.589,33309.976200000005,29222.05945,1075.7909575962112,-0.008820383545342092,1
2023-11-26,37780.67,37814.63,37150.0,37447.43,21264.53723,-0.008820383545342,0.002343959533039,692.3542601805007,59.49117908819354,36831.656,33499.7914,29271.30285,1030.7238106306468,-0.005467130855174918,1
2023-11-27,37447.42,37569.23,36707.0,37242.7,30001.07376,-0.0054671308551749,-0.0055029830077242,687.4575925757819,57.97199127014675,36923.835,33686.3044,29322.67325,967.3369141689618,0.0154706828452289,1
2023-11-28,37242.7,38377.0,36868.41,37818.87,37544.46667,0.0154706828452289,0.0581176302716859,237.94291720330963,60.99108503939655,37033.5425,33890.8794,29377.79255,952.613312506168,0.0009458241348827556,1
2023-11-29,37818.88,38450.0,37570.0,37854.64,32994.19107,0.0009458241348827,0.0119304946437077,258.96076323419487,61.17753994824429,37091.22,34100.1698,29433.18935,933.0751822859602,-0.0034521527611939273,1
2023-11-30,37854.65,38145.85,37500.0,37723.96,24740.29147,-0.0034521527611939,0.0115213378566365,225.0050185674706,60.04830177757045,37112.3365,34317.1386,29487.22105,896.7095796087451,0.025409845625962824,2
2023-12-01,37723.97,38999.0,37615.86,38682.52,43415.66324,0.0254098456259628,0.0256923436312179,451.45723976133416,65.13236447751925,37189.9625,34555.596399999995,29544.82295,934.4654227578358,0.019849534104810163,1
2023-12-02,38682.51,39717.14,38641.61,39450.35,26696.92161,0.0198495341048101,0.0441940283218904,771.5112221876519,68.58136617201534,37309.2735,34807.3634,29606.9055,1014.6484289543369,0.013229540422328379,1
2023-12-03,39450.35,40250.0,39274.86,39972.26,26710.65335,0.0132295404223283,0.067423318502765,1007.151901582612,70.70272147983985,37484.74,35069.759,29669.73875,1107.5407736501147,0.05050602592898157,2
2023-12-04,39972.26,42420.0,39972.26,41991.1,79272.33059,0.0505060259289815,0.1274988118476909,1554.3462249920865,77.1341151806806,37806.7355,35366.498,29745.58785,1328.745194438539,0.04958717442505667,2
2023-12-05,41991.1,44488.0,41414.0,44073.32,67490.74644,0.0495871744250566,0.1653790819239178,2322.6751681657456,81.61655205237162,38117.4915,35677.9488,29831.553150000003,1653.0141258888616,-0.007048028149456376,1
2023-12-06,44073.82,44297.21,43335.28,43762.69,51431.10492,-0.0070480281494563,0.156072016534829,2495.4250180708177,79.12460287853342,38497.4505,35985.2844,29914.85445,1863.4536120577611,-0.011186469570312108,1
2023-12-07,43762.69,44047.33,42821.1,43273.14,47103.26845,-0.0111864695703121,0.1470996152047663,2218.449705450566,75.226356315068,38830.4115,36284.3472,29997.48125,1968.039493106808,0.02074843655902936,2
2023-12-08,43273.15,44700.0,43081.1,44170.99,42900.37556,0.0207484365590293,0.1418850167982852,1971.279155327309,77.42325719285368,39210.556,36593.4928,30084.08985,2099.1755595343275,-0.010354986383596998,1
2023-12-09,44171.0,44358.02,43584.51,43713.6,24925.97008,-0.0103549863835969,0.1080662148751532,1520.6131252492514,73.83131971557506,39528.243,36874.384,30166.5598,2141.5083117549293,0.0017365305076681992,1
2023-12-10,43713.59,44049.0,43563.0,43789.51,18956.61758,0.0017365305076681,0.0954974775006467,741.0423456117703,74.04652348821291,39845.2795,37151.9782,30253.8623,2156.325843417748,-0.05791592552645597,0
2023-12-11,43789.5,43804.5,40222.0,41253.4,76663.89804,-0.0579159255264559,-0.0175680084589352,1003.7742938478734,57.13976683974653,40120.867,37377.197,30327.76035,1941.050737530568,0.005793219467971067,1
2023-12-12,41253.41,42104.12,40680.0,41492.39,42722.69773,0.005793219467971,-0.0585599178822925,1187.0060989690903,58.11040664860875,40325.0695,37545.645,30401.6927,1769.332398302373,0.033178132182793085,2
2023-12-13,41492.38,43475.2,40555.0,42869.03,45865.99773,0.033178132182793,-0.0204205911473907,1146.8527858985033,63.2703579641144,40603.807,37724.571,30481.766500000005,1724.4493416614496,0.0035743752541170792,1
2023-12-14,42869.03,43420.0,41400.0,43022.26,42047.05709,0.003574375254117,-0.005797591762465,1138.5030262541366,63.80479749120241,40869.2415,37895.0952,30556.5528,1681.8561851289703,-0.02514884155318664,0
2023-12-15,43022.26,43080.81,41666.0,41940.3,33421.7932,-0.0251488415531866,-0.0505012452743304,1031.1009353711097,57.44838876801747,41077.223,38050.868,30627.5723,1543.0088267616084,0.008052636724105389,1
2023-12-16,41940.29,42724.43,41605.0,42278.03,24118.85747,0.0080526367241053,-0.0328403517440796,903.6174748354256,58.82722208330167,41318.753,38218.5882,30700.49045,1443.5825622086925,-0.02136759919986808,0
2023-12-17,42278.02,42424.07,41252.0,41374.65,27722.11452,-0.021367599199868,-0.055146997534341,716.4349735283961,53.80491542700626,41525.3505,38364.4612,30771.31195,1277.1689069355125,0.03101295116695857,2
2023-12-18,41374.64,42757.81,40542.93,42657.8,46734.0925,0.0310129511669585,0.0340432546165891,655.8566565655126,59.14079955461895,41767.297000000006,38527.0994,30850.5113,1234.5927507307715,-0.00895053190741213,1
2023-12-19,42657.8,43497.0,41811.1,42275.99,40927.86444,-0.0089505319074121,0.0188853907909378,569.4646059149414,57.02989897268719,41988.3645,38683.1246,30925.6783,1156.7081525563335,0.03294872574243679,2
2023-12-20,42275.99,44283.0,42206.0,43668.93,48710.2947,0.0329487257424367,0.0186591579049024,745.1865282690391,62.31463296331592,42285.613,38863.7078,31008.67685,1193.6233174902518,0.004416641305385882,1
2023-12-21,43668.92,44242.35,43286.72,43861.8,34624.29384,0.0044166413053858,0.0195140841043683,901.8984057290022,62.9932958793744,42544.577000000005,39032.5152,31092.4098,1224.3285513559676,0.0024449520995490914,1
2023-12-22,43861.79,44398.26,43412.54,43969.04,32783.19638,0.002444952099549,0.0483720908052636,984.3966096327752,63.38809889221452,42770.5115,39213.0642,31183.614,1242.987654226752,-0.006069725424980743,1
2023-12-23,43969.04,43988.68,43291.1,43702.16,16557.1293,-0.0060697254249807,0.0336848713149597,988.9452831169932,61.62608812456735,42957.0065,39392.7718,31265.9744,1222.1519353451586,-0.016261438793872096,1
2023-12-24,43702.15,43946.0,42500.0,42991.5,25144.33496,-0.016261438793872,0.0390782761908559,660.449278305021,57.07633884597397,43007.0265,39551.3604,31349.2352,1135.2091705764396,0.013598734633590404,1
2023-12-25,42991.5,43802.32,42720.43,43576.13,27021.23992,0.0135987346335904,0.0215278331278216,599.0782831263521,59.711503939270806,42982.167,39722.6454,31434.6228,1100.7919141841269,-0.024490472192000512,0
2023-12-26,43576.12,43592.68,41637.6,42508.93,41010.04282,-0.0244904721920005,0.0055099833262333,525.9724356160701,53.28116075696322,42919.47900000001,39871.9022,31514.7784,976.1494265356304,0.021640629392459365,2
2023-12-27,42508.93,43677.0,42098.69,43428.85,36191.21136,0.0216406293924593,-0.0054977303084825,518.4879647400539,57.52712852401098,42927.264500000005,40032.4968,31602.7166,940.7547775057756,-0.01991970775187457,1
2023-12-28,43428.86,43787.57,42241.79,42563.76,35150.52485,-0.0199197077518745,-0.0295938607170704,569.6101548380058,52.6785505928283,42846.903000000006,40171.2776,31685.90765,833.2930464709207,-0.011672136108276221,1
2023-12-29,42563.76,43111.0,41300.0,42066.95,42597.18912,-0.0116721361082762,-0.0432597573201508,620.1129206226567,50.06866530841132,42764.5705,40278.5948,31766.71645,699.9715985493604,0.0017431736790995966,1
2023-12-30,42066.94,42612.32,41520.3,42140.28,22906.57818,0.0017431736790995,-0.0357391945844325,596.1916144833909,50.45881389782281,42682.109,40375.3678,31847.7466,593.3902749806148,0.0034005469351414686,1
2023-12-31,42140.29,42899.0,41965.84,42283.58,23585.91603,0.0034005469351414,-0.0164665108219066,609.0482728536639,51.260287127884126,42733.618,40478.4394,31933.5215,514.5554456890895,0.04483939155577654,2
2024-01-01,42283.58,44184.1,42180.77,44179.55,27174.29903,0.0448393915557765,0.0138474894397462,780.196837550096,60.39068848382007,42867.976,40620.7478,32026.4268,598.1718564072507,0.017369122139089255,1
2024-01-02,44179.55,45879.63,44148.34,44946.91,65146.40661,0.0173691221390892,0.0573521845880384,1127.3742780880625,63.380677460257736,42971.87,40790.4274,32119.43635,718.0804191476054,-0.04675916542427505,0
2024-01-03,44946.91,45500.0,40750.0,42845.23,81194.55173,-0.046759165424275,-0.0134385322199412,1119.4429958601286,51.83873714273196,42963.0185,40936.3082,32201.07755,636.1872370308192,0.030478772082679795,2
2024-01-04,42845.23,44729.58,42613.77,44151.1,48038.06334,0.0304787720826797,0.0372932278539301,1174.860435638167,57.0699391199917,43073.5585,41062.1662,32290.1332,668.9478808193016,-0.00013567045894657959,1
2024-01-05,44151.1,44357.46,42450.0,44145.11,48075.25327,-0.0001356704589465,0.049401252051789,1091.4380110789075,57.03933431394574,43166.9125,41221.7982,32376.637,686.5138794476734,-0.00400474707164622,1
2024-01-06,44145.12,44214.42,43397.05,43968.32,17835.06144,-0.0040047470716462,0.0433798731285126,907.410326289288,56.08339120815664,43296.596000000005,41368.8862,32454.93865,678.3499880089585,-0.0008938253724500855,1
2024-01-07,43968.32,44480.59,43572.09,43929.02,23023.8508,-0.00089382537245,0.0389143965577181,620.2687321055631,55.85927542985436,43360.15699999999,41516.1046,32524.6143,661.0882498389255,0.06879324874536241,2
2024-01-08,43929.01,47248.99,43175.0,46951.04,72814.57589,0.0687932487453624,0.062732418053149,1275.1891728901987,66.83451457506892,43593.9095,41707.9282,32609.9449,881.1031472858958,-0.01791312822889546,1
2024-01-09,46951.04,47972.0,44748.67,46110.0,69927.66617,-0.0179131282288954,0.0258769735227626,1422.6116254083036,62.19935772434194,43715.963,41881.1526,32687.0524,976.3469199604588,0.011797657774886172,1
2024-01-10,46110.0,47695.93,44300.36,46653.99,89911.41203,0.0117976577748861,0.0888957767294047,1373.513670514306,63.94129575750358,43855.5725,42099.3994,32767.6852,1083.2368624267328,-0.006748190240534524,1
2024-01-11,46654.0,48969.48,45606.06,46339.16,87470.3296,-0.0067481902405345,0.0495584481473849,1362.595895496165,62.15609476690273,43974.0785,42278.0158,32847.06769999999,1129.5233203427488,-0.07674783056058854,0
2024-01-12,46339.16,46515.53,41500.0,42782.73,86327.93707,-0.0767478305605885,-0.0308614023161342,1646.4948704485787,46.397347831607405,43928.107,42387.7848,32909.6414,869.2117609283014,0.0015253818538460973,1
2024-01-13,42782.74,43257.0,42436.12,42847.99,36118.47464,0.001525381853846,-0.0254803913363076,1835.2237224457897,46.66456924450792,43920.9315,42490.4732,32970.41915,660.5643367611046,-0.0260371606696137,0
2024-01-14,42847.99,43079.0,41720.0,41732.35,28228.40894,-0.0260371606696137,-0.0500049853149466,2214.90378890246,42.74174444809223,43828.7425,42569.5068,33028.69385,400.5694108550597,0.018660583456239666,1
2024-01-15,41732.35,43400.43,41718.05,42511.1,40269.89303,0.0186605834562396,-0.0945653174029798,2121.2777134366665,46.145013157590135,43828.851,42670.78020000001,33089.012800000004,254.42729613259144,0.014745560571238991,1
2024-01-16,42511.1,43578.01,42050.0,43137.95,45045.74589,0.0147455605712389,-0.0644556495337237,1951.835654936211,48.78386601754379,43814.306,42788.68520000001,33152.34255,187.03416014054528,-0.008388205744593757,1
2024-01-17,43137.94,43198.0,42200.69,42776.1,33266.21388,-0.0083882057445937,-0.0831202218716984,1469.345350996353,47.341804818497394,43824.923,42887.82979999999,33213.29355,103.23629963236452,-0.0338647048234878,0
2024-01-18,42776.09,42930.0,40683.28,41327.5,43907.51641,-0.0338647048234878,-0.1081517230782777,661.729402643717,41.99046261282473,43787.9505,42957.28699999999,33266.8459,-79.1516115878112,0.008022019236585853,1
2024-01-19,41327.51,42196.86,40280.0,41659.03,48342.74559,0.0080220192365858,-0.0262652710568026,701.2901571826851,43.56278826158117,43763.888,43035.9884,33319.36005,-194.69927295303933,0.0008884028264701804,1
2024-01-20,41659.03,41872.56,41456.3,41696.04,15923.99493,0.0008884028264701,-0.026884574982397,681.9350918277247,43.74609427515063,43734.511000000006,43096.2588,33374.0077,-280.0569076642205,-0.00277508367701107,1
2024-01-21,41696.05,41881.39,41500.98,41580.33,11730.16301,-0.002775083677011,-0.0036427375884654,698.5563212248749,43.27287394440479,43604.55,43138.858400000005,33429.385299999994,-352.97144303436653,-0.048395719803089654,0
2024-01-22,41580.32,41689.65,39431.58,39568.02,55426.19911,-0.0483957198030896,-0.069230859704877,1149.0842761912284,35.982858528328904,43335.6055,43130.7736,33477.748250000004,-566.601903019131,0.008329453937801379,1
